epoch,train_loss,val_loss,val_acc,val_f1
1,2.1636590615357503,2.1764763523550594,0.17647058823529413,0.07252747252747252
2,2.15135127010912,2.171663200154024,0.17647058823529413,0.07619047619047618
3,2.1410136600532153,2.169845370685353,0.11764705882352941,0.05238095238095238
